DistName,n_schools,n_students,st_pct_black,st_pct_hisp,st_pct_white,st_pct_native,st_pct_asian,st_pct_pac,st_pct_mult,st_pct_ecodis,st_pct_englishlearners,st_pct_speced,st_pct_bilingual,st_pct_careertech,st_pct_gifted,attendance_rate,ann_dropout_rate,ann_grad_count_1819,avg_sat_1819,avg_act_1819,tot_staff_fte,tot_teach_fte,staff_pct_centraladmin,staff_pct_schooladmin,staff_pct_profsupport,staff_pct_teach,staff_pct_educaides,staff_pct_aux,avg_salary_central,avg_salary_school,avg_salary_prof,avg_salary_teach,staff_pct_minority,stud_teach_ratio,teach_pct_5underexp,teach_avgexp,teach_pct_advdegrees,teach_turnover_rate,teach_pct_black,teach_pct_hisp,teach_pct_white,teach_pct_native,teach_pct_asian,teach_pct_pac,teach_pct_mult,teach_pct_reged,teach_pct_speced,teach_pct_compeduc,teach_pct_esl,taxable_value_per_student_17,local_tax_rate_18,tot_operating_reevenue,rev_pct_state,rev_pct_local,rev_pct_fed,tot_other_rev,fund_balance,net_assets_charter,tot_expend_1819,tot_opexpend_per_student,,exp_pct_basiced,exp_pect_speced,exp_pct_state,exp_pct_esl,exp_pct_cartecheduc,exp_pct_gifted,exp_pct_athletics,exp_pct_hsallotment,exp_pct_kinder,exp_pct_na,district_size,community_type,property_wealth,tax_rate
PRIORITY CHARTER SCHOOLS,4,793,18.7,26.6,43.9,0.3,2.4,0.4,7.8,51.6,4.2,13.1,4.2,25.3,1.4,94.8,1.4,10,1012,.,121.5,66.7,3.3,4.4,4.1,54.9,13.1,20.2,105914,57085,64254,43969,30.8,11.9,46.7,8.6,33.1,25.9,14.2,7.5,73,0,4.2,0,1.2,87.4,5.1,0,0,0,0,8971065,81,3,16,0,0,624105,9861743,12277,52.9,41.8,7.7,14.5,0.3,1.4,0.1,0.5,0,3.2,30.6,500 to 999,Charters,Non-taxing entities,Non-taxing entities
ORENDA CHARTER SCHOOL,5,1829,4.6,22.7,63.1,0.2,4.2,0.3,4.9,15.6,1.5,10.3,0.9,11.5,0,96.4,0,107,1117,23.7,167.9,108.3,3,4.8,7.2,64.5,10.7,9.9,93347,68017,53537,52005,19.7,16.9,38.6,10.3,18.4,18.5,5.5,8.1,82.7,0.9,1.8,0,0.9,85.8,9.2,2.6,0,0,0,16463260,92.5,4.7,2.8,0,0,2876394,14968156,7201,58.2,53.5,12.7,4.4,0,0.9,0,2.3,1.1,0,25.1,"1,600 to 2,999",Charters,Non-taxing entities,Non-taxing entities
ACADEMY ISD,4,1721,5.6,22.3,66.9,0.5,1,0.3,3.3,41.2,5.2,9.6,4.7,23.9,7.2,96,1.1,103,1112,22.5,229.8,118.8,0.9,4.4,5.5,51.7,14.9,22.7,116250,77017,55792,48921,11.7,14.5,53.7,9.9,6.7,27.8,0,2.5,97.5,0,0,0,0,89,2.9,2.5,0.3,235802,1.327,17814452,57.5,35.3,7.2,2755640,3758079,0,17390706,8560,56.5,47.2,9.4,7.3,0.2,4.6,0.3,3.4,1.4,0.3,26,"1,600 to 2,999",Non-metropolitan Fast Growing,"$225,013 to < $266,163",$1.3141 to under $1.4301
BARTLETT ISD,1,376,9.8,67.6,20.5,0.3,0,0,1.9,88,18.4,10.1,19.4,42.3,1.1,95.8,0,23,856,-1,58.9,29.1,1.7,6.9,3.1,49.4,11.9,27,97500,71883,56087,47910,35.4,12.9,41,10.1,23.6,23.5,0,10.3,86.4,0,0,3.3,0,89,0,0,0,327612,1.155,4463279,52.6,30.4,17,163648,309173,0,4339408,12101,44.1,26,4.4,18.5,1,4.5,0.5,4.8,0.7,0,39.8,Under 500,Rural,"$317,442 to < $337,807",Under $1.1701
BELTON ISD,17,12148,6.7,33.8,52,0.4,1.9,0.4,4.8,44.6,6.1,13.7,6,23,9.5,95.5,0.5,783,1099,22.2,1706,781.3,1,2.9,9.8,45.8,9.9,30.6,105149,76288,63978,54733,25.9,15.5,28,11.5,22.4,17.2,2.9,11.1,83.5,0.1,0.5,0,1.9,78.9,7.5,6.7,1.5,241844,1.603,131942167,53.1,36.4,10.5,17185110,37608118,0,197821200,8967,53.7,44.9,12.7,5.6,0.6,3.4,1.8,3.4,0.9,1.2,25.5,"10,000 to 24,999",Other Central City Suburban,"$225,013 to < $266,163",$1.4301 and over
HOLLAND ISD,3,674,2.7,26.9,67.7,0.3,0,0,2.5,48.5,2.2,8.5,2.2,36.1,7.1,96.7,0,54,1047,21.3,119.2,61,4.5,1.1,3.6,51.2,11.7,27.8,82302,76209,64185,51414,19.1,11,21.3,16.3,12.6,10.3,0,9.8,90.2,0,0,0,0,78.8,8,3.6,0,178804,1.39,10246553,51,30.5,18.6,818222,2183502,0,11958377,12883,48.9,34.9,19,7.5,0.1,5.2,0.2,3,1,1.1,28,500 to 999,Rural,"$178,741 to < $225,013",$1.3141 to under $1.4301
KILLEEN ISD,54,45273,35,31.2,20.9,0.5,2.3,2.1,8,60.5,10.2,13.3,9.3,18.9,3.3,94.5,1.7,2433,1034,19.7,6368.9,2874.5,0.6,3.1,10.7,45.1,13.6,26.8,105591,77004,64603,56135,51.7,15.8,45.7,9.6,29,19.8,20.8,16.4,55.9,0.6,1.7,0.4,4.2,72.9,9.8,2.7,4.4,169723,1.26,466237254,56.4,19.4,24.2,19741877,125088785,0,480142199,9288,58.8,49.9,13.3,6.7,0.5,1.9,0.1,1.7,0.7,4.2,21.2,"25,000 to 49,999",Other Central City,"$131,514 to < $178,741",$1.1701 to under $1.3141
ROGERS ISD,4,867,1.5,32.6,63.2,0.5,0.6,0,1.6,49.7,5.8,8.5,5.5,42.9,9.3,96.6,0.7,53,1018,21.6,132,65.9,3,3.8,7.3,50,12.5,23.4,68658,73895,58099,51157,12,13.1,28.3,13.4,15,18.5,0,6,92.5,0,0,1.5,0,79.1,6.6,5.7,0.3,213368,1.34,9683636,65.3,28.5,6.2,1053930,1632860,0,9247975,9605,52.6,45.2,8.1,5.7,0.2,3.3,0.2,6.2,1.3,0.7,29.1,500 to 999,Rural,"$178,741 to < $225,013",$1.3141 to under $1.4301
SALADO ISD,4,2082,0.8,24,70.7,0.2,0.4,0.2,3.6,25.7,5.5,8.2,5.5,30.5,6.8,96.4,0,126,1136,22.5,239.8,133.7,1.3,3.4,4.8,55.8,12,22.8,120660,75660,63092,50684,12.3,15.6,28.2,13.1,17,13.2,0,6.7,92.5,0.7,0,0,0,71.2,6.2,3.9,1.2,402899,1.224,18762473,36.7,58,5.3,1670138,5144381,0,28599063,8355,55.3,46.9,6.7,4.2,0.6,3.3,0.5,7.2,2.7,1.5,26.4,"1,600 to 2,999",Other Central City Suburban,"$382,055 to < $407,429",$1.1701 to under $1.3141
TEMPLE ISD,17,8669,26.5,45.1,22.4,0.3,1.5,0.3,3.9,76.5,13,13,12.9,27.5,6.2,94.5,2,557,1006,20.2,1192.2,600.7,1.8,3,10.9,50.4,12.4,21.5,91656,83051,60946,54140,32.8,14.4,38.5,10,29.5,23.5,10.6,12.4,74.3,1.3,0.8,0,0.5,74.8,9.1,5.1,3.1,346707,1.4,109402550,38.9,48.2,12.8,11491383,16858823,0,133200657,9551,56.8,42.9,13.2,12.1,0.4,3.3,0.4,2.4,0.7,1,23.7,"5,000 to 9,999",Other Central City Suburban,"$337,807 to < $360,988",$1.3141 to under $1.4301
TROY ISD,4,1565,2.4,30.1,63.4,0.3,0.2,0.1,3.5,51.4,4.5,13.5,4.5,26,5.2,96.4,0,118,1028,20.3,210.9,105.5,1.6,3.7,4.8,50,16.9,23,106509,79026,71374,51337,11.5,14.8,21.9,12.5,15.9,11.5,0,4.7,94.3,0,0,0.9,0,85.2,6.7,3,0.2,215459,1.29,15427174,61.7,32.4,6,1401402,4516111,0,16417151,9100,54.6,44.2,10.6,6.3,0.3,3.8,0.6,4,1.2,1.8,27.2,"1,000 to 1,599",Non-metropolitan Stable,"$178,741 to < $225,013",$1.1701 to under $1.3141
POR VIDA ACADEMY,3,221,1.8,94.6,2.3,0,0,0,1.4,90.5,3.6,13.1,1.4,79.6,0,85.3,16.4,123,-1,-1,56.1,18.8,3.6,7.1,43.3,33.5,1.8,10.7,95000,59250,58414,50354,69.8,11.8,47.1,7.3,26.5,51.4,15.9,41.8,42.3,0,0,0,0,67.9,5.2,0,0,0,0,5752277,40.7,45.8,13.6,0,0,1058,5636538,24658,62.1,48.7,3.5,5.5,0,9.4,0,0.1,1.1,0,31.6,Under 500,Charters,Non-taxing entities,Non-taxing entities
GEORGE GERVIN ACADEMY,2,977,46.8,49.1,2.6,0,0,0.1,1.4,100,18.6,8.6,20.4,14.8,1.8,94.4,0,30,794,-1,138.5,64.6,2.2,1.4,1.6,46.6,12.2,36,103333,55000,52797,42871,83.1,15.1,78.8,3.3,12.3,29.7,32.3,40.9,25.3,0,1.5,0,0,78.7,7.6,0,8.3,0,0,12372648,73.6,1.6,24.8,0,0,1180847,12216697,11591,42.4,31.1,4.8,16,1.1,3.3,0,0.3,0.3,0.3,42.9,500 to 999,Charters,Non-taxing entities,Non-taxing entities
NEW FRONTIERS PUBLIC SCHOOLS INC,2,601,2.8,93,2.7,0,0.5,0,1,83.5,12.6,6,12.3,2,0,95,0,39,1018,18.8,77.3,43.5,3.9,3.9,14,56.3,7.7,14.2,104247,93278,61225,53222,82,13.8,65.4,5.4,19.7,16.4,8.2,64.2,25.3,2.3,0,0,0,83.4,6.7,4.6,4.6,0,0,6797359,83,1.4,15.5,0,0,288007,7476514,10616,51.9,41,6.8,14.7,1.9,0,0,0.1,1.3,0,34.3,500 to 999,Charters,Non-taxing entities,Non-taxing entities
SCHOOL OF EXCELLENCE IN EDUCATION,4,473,25.6,66.2,3.4,0.2,0.8,0.4,3.4,90.1,20.3,8,20.1,33,0,94,1.6,29,990,-1,79.3,34.6,4.4,2.6,12.2,43.6,9.2,27.9,78230,70897,45893,40168,83.4,13.7,44.5,10.7,21.2,38.7,34,43.2,19.9,0,2.9,0,0,70.8,0.7,5.5,12.5,0,0,7719632,77.6,1.9,20.5,0,0,1908706,8434128,12168,39.5,30.1,4.3,12,3.1,0.6,0,0.4,0,1.9,47.5,Under 500,Charters,Non-taxing entities,Non-taxing entities
SOUTHWEST PREPARATORY SCHOOL,6,970,14.5,64.2,18.2,0,0,0.1,2.9,84.1,9.4,5.9,7.7,41.1,4.9,92.3,3.1,61,916,-1,159.6,77.7,4.1,6.3,15.6,48.7,11.8,13.5,107671,65804,56258,49433,58.8,12.5,61,5.7,20.3,42.8,10.5,36,52.3,0,1.3,0,0,83.6,10.6,0,0,0,0,13838426,64.1,19.2,16.7,0,0,1743233,12713482,12470,48.1,23.1,7.6,31.6,0.4,4,0.3,0.3,0.1,1.2,31.5,500 to 999,Charters,Non-taxing entities,Non-taxing entities
INSPIRE ACADEMIES,8,840,11.5,50.7,33.9,0.5,0.2,0.1,3,70.6,2.3,26.8,1.7,14.2,0,93.3,0.8,22,964,20.3,149.4,57.3,2.7,4.8,9.6,38.4,30.4,14.1,119475,81251,75357,55257,42,14.7,37.9,10.3,24.2,41.9,8.6,17.4,69.7,1.7,2.6,0,0,97.3,0,0,0,0,0,27437256,73.5,6.1,20.5,13474145,0,4927236,13318579,14732,53.3,23,41.2,11.7,0.1,0,0,0.1,1,0,23,500 to 999,Charters,Non-taxing entities,Non-taxing entities
BEXAR COUNTY ACADEMY,1,355,6.8,89.9,2,0,0,0,1.4,99.4,24.5,9.3,24.2,0,0,93,.,.,.,.,54.5,32,1.8,5.5,17.4,58.7,16.5,0,85000,38886,33382,38041,75.2,11.1,56.2,6.5,15.6,45.6,3.1,59.4,34.4,0,3.1,0,0,62.5,9.4,12.5,12.5,0,0,3919161,74.5,11.1,14.5,0,0,31857,3900701,11177,52,43.2,6.5,6.2,2.2,0,0,0.7,0,5.9,35.4,Under 500,Charters,Non-taxing entities,Non-taxing entities
POSITIVE SOLUTIONS CHARTER SCHOOL,1,154,3.9,91.6,4.5,0,0,0,0,81.8,3.9,13.6,3.9,13,0,77.6,18,29,.,.,14.6,10,3.4,10.3,0,68.4,0,18,94123,64987,.,47452,72.7,15.4,0,22.6,60,10,0,60,40,0,0,0,0,69.6,0,0,0,0,0,1744948,62.8,27.3,9.9,0,0,721983,1423432,10235,51.6,72.4,5.9,12.9,0,0,0,0,0,0,8.7,Under 500,Charters,Non-taxing entities,Non-taxing entities
HERITAGE ACADEMY,5,661,9.2,78.7,8.2,0.5,0.5,0.3,2.7,59.9,40.5,7.1,40.4,45.2,3,95,0,20,-1,.,73.3,46.6,4.8,3,7.5,63.6,7.8,13.3,115797,71423,55470,51448,71.7,14.2,44.5,10.6,40.5,21.1,14.6,57.5,25.7,0,0,0,2.1,70.9,9.9,7.1,6,0,0,6447670,91,0.9,8.1,0,0,169092,5389608,8481,55.6,40.4,10.7,10.8,1.3,3.5,0.2,0.7,0.4,1.2,30.8,500 to 999,Charters,Non-taxing entities,Non-taxing entities
JUBILEE ACADEMIES,13,6542,6.9,83.3,7.4,0.4,0.7,0,1.3,82,22.9,7.7,21.5,20.7,6.9,95.4,1.1,109,939,18.7,854.6,359.4,0.9,3.6,17.3,42.1,0,36.1,110994,65175,50093,44252,81.8,18.2,93.6,1.9,12.6,39.4,6.2,65.8,25.5,0,1.5,0.1,0.9,94.3,2.4,0,0.6,0,0,61817625,88.1,2.5,9.5,0,0,7374960,56943734,8674,47.1,42.7,6.9,11.8,0.8,0.5,0.3,1.3,0.3,0,35.3,"5,000 to 9,999",Charters,Non-taxing entities,Non-taxing entities
LIGHTHOUSE CHARTER SCHOOL,2,334,6,88.3,4.5,0,0,0,1.2,85.9,26.6,6.9,26,0,5.4,95.1,.,.,.,.,35.3,19.5,2.8,5.7,3.5,55.4,18.3,14.4,130000,64984,51687,44307,83,17.1,75.5,4.2,9.1,24.2,0,84.6,15.4,0,0,0,0,81.9,4,14.1,0,0,0,3509292,85.8,0.9,13.3,63920,0,84055,3117825,8761,55.4,42.9,4.7,17.3,1.2,0,0,0.3,0,0,33.6,Under 500,Charters,Non-taxing entities,Non-taxing entities
SCHOOL OF SCIENCE AND TECHNOLOGY,5,2239,23.6,54.3,14.2,0.5,3.6,0.4,3.3,63.6,20.3,8.4,19.2,16.7,8.2,95.7,0,75,1119,25.1,243,161.7,0.4,7,2.8,66.5,15.5,7.7,62500,76838,59517,56618,49.7,13.8,66.3,4.6,19,38.3,15.5,19.3,57.2,0,7.4,0,0.6,85.1,6.7,0,3.7,0,0,18578723,87.9,5.5,6.6,0,0,588134,18198576,9715,58.9,64.1,4.3,6,0.9,1.8,0.4,0,0.5,0,22.1,"1,600 to 2,999",Charters,Non-taxing entities,Non-taxing entities
HARMONY SCIENCE ACAD (SAN ANTONIO),8,4448,4.8,88.3,4.8,0.1,0.8,0.1,1.1,81.9,34.7,9.5,32.8,28.2,8.7,95.6,0,196,1010,19.7,533.1,323.1,1.9,5.7,11.8,60.6,9.3,10.7,84537,79531,61575,55902,78.3,13.8,67.1,5.2,26.7,25.1,3.9,71.1,22.5,0,1.5,0,0.9,85.7,5.4,0,3,0,0,49199688,86.8,3.4,9.8,29963,0,2886205,45788884,9635,57.6,50.8,5.6,10.6,1.5,3.4,0.3,0,0.7,0,27.2,"3,000 to 4,999",Charters,Non-taxing entities,Non-taxing entities
BROOKS ACADEMIES OF TEXAS,4,3306,4.9,81.7,8.9,0.2,2.8,0.2,1.3,73.8,6.7,12.8,6.4,26.7,7.5,94.4,0,98,946,-1,249.6,119.7,0,3.2,11,48,18.2,19.6,155000,86875,62610,57294,72.6,27.6,51.3,7.1,15.4,42.2,3.9,54.7,39.7,0,0.8,0,0.8,91.1,3.7,0.2,0,0,0,34399704,88.3,4.5,7.3,974000,0,0,32615220,9790,68.2,56.1,8.7,5.9,0.3,1.7,0.5,1.3,0.4,1.7,23.4,"3,000 to 4,999",Charters,Non-taxing entities,Non-taxing entities
SCHOOL OF SCIENCE AND TECHNOLOGY D,6,3351,21.1,52.5,15.2,0.1,8.1,0,2.9,61.7,15.5,8.5,15.4,9.8,8.9,95.7,0,.,1009,-1,339.3,219,0.3,6.7,5.6,64.6,16.4,6.5,62500,78603,60492,57436,58.5,15.3,70.2,4.2,23.6,33.2,6.8,39.4,42.9,0.5,8.1,0.5,1.8,90.4,5.2,0,3.1,0,0,24765977,83.9,5.9,10.2,0,0,534479,26334345,10993,51.8,58.5,4,5.9,0.6,0.7,0.3,0,0.1,0,30.1,"3,000 to 4,999",Charters,Non-taxing entities,Non-taxing entities
HENRY FORD ACADEMY ALAMEDA SCHOOL,1,114,3.5,78.9,12.3,0.9,0.9,0.9,2.6,50,0,9.6,0,86.8,0,93.2,2.9,35,953,-1,12.3,8.3,2.4,2.4,3.3,67.4,8.1,16.3,77000,77000,71401,44831,67.4,13.8,87.9,2.6,24.1,51.3,0,65.1,34.9,0,0,0,0,81.7,0,0,0,0,0,1606172,73.1,21.1,5.9,0,0,466243,1493080,11757,42.7,46.8,5.3,3.7,0,7.9,0,0.4,2,0,34,Under 500,Charters,Non-taxing entities,Non-taxing entities
BASIS TEXAS,3,2579,4.6,23.2,29,0.6,36.8,0.1,5.7,7.3,14.7,2.1,13.5,5,0,96.4,0,71,1364,29.2,2,0,50,50,0,0,0,0,102000,72000,.,.,0,-2,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,25219596,79.7,19.2,1.1,0,0,5224259,21837817,8409,44.1,45.7,1.7,0,0,0,0,0,0,0,52.6,"1,600 to 2,999",Charters,Non-taxing entities,Non-taxing entities
GREAT HEARTS TEXAS,7,4850,2.9,38.6,39.4,0.2,16.6,0,2.3,19.4,6.8,6.6,6.3,0.9,0,96.4,0.2,36,1157,23.7,346.7,205.6,1,4.8,5.8,59.3,26,3.1,147268,86336,89116,61980,18.8,23.6,83.1,3.2,27.6,35.7,2.5,11.9,81.8,1.1,1.5,0,1.1,84.4,0,0,0,0,0,77134303,76.5,21,2.4,0,0,2931465,33598445,8779,53.2,56.8,6.7,2,1.7,0,0,1.4,0,0,31.4,"3,000 to 4,999",Charters,Non-taxing entities,Non-taxing entities
ELEANOR KOLITZ HEBREW LANGUAGE ACA,1,421,1.9,49.6,39.7,0.5,4.5,0,3.8,14.5,5.7,7.8,5,0,0,96.4,.,.,.,.,43.2,29,3.2,4,5.3,67.2,8.1,12.2,69913,67179,53489,45596,42,14.5,70.6,5.2,42,6.6,0,34.6,58.5,0,6.9,0,0,90.7,7.1,0,2.2,0,0,3104033,90.3,8.3,1.4,9522,0,193597,2556751,7587,57.1,59.8,6.6,1.4,0.4,0,0,0.8,0,0,30.9,Under 500,Charters,Non-taxing entities,Non-taxing entities
COMPASS ROSE ACADEMY,1,369,6.2,85.4,7.3,0.3,0.3,0,0.5,89.7,13.3,10.6,4.1,75.6,0,94.8,.,.,.,.,40.4,18,13,17.4,15.2,44.6,0,9.9,107219,80833,74200,54118,82.7,20.5,100,0.1,0,64.4,2.5,75.3,16.7,0,5.5,0,0,85.6,7.1,0,0,0,0,3687172,50.8,31.5,17.7,0,0,113370,3681452,19068,40.2,53.7,3,4.1,0.2,0,0,0.6,0,0,38.4,Under 500,Charters,Non-taxing entities,Non-taxing entities
ALAMO HEIGHTS ISD,6,4917,2.4,39.5,53.1,0.4,3.2,0.3,1.1,19.7,6.7,9.1,10,15.9,21.1,96.2,0.3,375,1174,24.5,617.2,353,0.9,2,7.1,57.2,12.6,20.3,140872,89617,66119,58903,43.7,13.9,22.3,13.3,46.2,15.1,2,29.6,67,0,0.3,0.3,0.8,70,9.6,6.1,1.7,1385663,1.255,61309962,6.5,86.4,7.1,13603214,17418981,0,100529169,9984,59.5,47.2,14.8,6.8,0.4,1.5,2.3,2.5,0,0.9,23.8,"3,000 to 4,999",Major Suburban,"$847,341 and over",$1.1701 to under $1.3141
HARLANDALE ISD,29,13654,0.4,97.8,1.6,0,0.1,0,0.2,89.2,16.6,11.1,20.4,36,7.2,93.3,1.6,874,902,18.6,2110.2,906.5,1.3,3.1,14.1,43,9.9,28.6,87239,79801,65116,58412,83.6,15.1,40.9,9.8,27.5,18.4,2.8,72.8,23.2,0.2,0.3,0.1,0.6,69.9,13.3,0,7.2,114573,1.559,170632235,65.5,16.1,18.5,17989674,45859233,0,181501783,11241,56.5,40.1,11,9.8,6.2,2.9,0.4,1.3,1.2,2.2,24.8,"10,000 to 24,999",Major Suburban,"Under $131,514",$1.4301 and over
EDGEWOOD ISD,23,9881,1.7,96.6,0.7,0,0.7,0.1,0.2,93.7,22.1,11.4,21.1,26.7,5.4,92.8,3.6,605,851,19.2,1473.5,603.3,1.4,3.2,15.1,40.9,10.8,28.6,117035,78973,68158,57545,87.8,16.4,38.6,10.4,33.1,20.9,4.7,76.5,16.7,0,1.3,0,0.7,73.2,10.3,0,9.9,124665,1.377,121271428,60.9,17.7,21.4,8446157,44474232,0,119055873,10357,47.6,40,12.1,11.9,1.1,2.4,0.2,2.4,0.7,2.8,26.4,"5,000 to 9,999",Major Suburban,"Under $131,514",$1.3141 to under $1.4301
RANDOLPH FIELD ISD,3,1427,19.7,23.5,40.6,0.2,2.4,0.7,12.8,6.9,0.2,9,0.2,23.5,10.4,96.9,0,104,1093,22.1,199.8,103.5,2.5,2.1,9.7,51.8,10,23.9,127802,93426,72206,62692,35.5,13.8,17.4,14.6,46.9,9.5,4.7,21.6,70.9,0,0.9,0,1.9,86.9,6.9,0,0,0,0,19213266,51.5,4.4,44.2,15967,5275406,0,22026345,11768,54.6,51.6,10.4,1.3,0,2.3,0.5,4.2,0.9,0.8,28.1,"1,000 to 1,599",Non-metropolitan Stable,Non-taxing entities,Non-taxing entities
SAN ANTONIO ISD,98,48495,6.1,89.9,2.8,0.1,0.4,0,0.6,89.4,20.7,12.2,22.2,22.3,6.9,93,3.1,2647,884,18.9,7410.1,3107.8,0.8,3,16.5,41.9,10.5,27.2,113697,82215,63177,57081,83.1,15.6,37.2,10.5,34.8,17.5,8.3,67,22,0.1,0.8,0.1,1.6,62.2,11.8,7,12.4,350888,1.563,656001041,36,39.1,24.9,78846680,88846777,0,738973266,12234,51.5,38.7,12.9,10.5,1.5,2.2,0.6,1.4,1.1,5,26,"25,000 to 49,999",Major Urban,"$337,807 to < $360,988",$1.4301 and over
SOUTH SAN ANTONIO ISD,16,8527,1.2,96.6,1.7,0.1,0.1,0,0.2,90.5,18.4,11.3,17.5,31.6,6.8,92.1,4.1,584,885,19.6,1231.8,555.9,1.3,2.8,10.7,45.1,9.8,30.2,95818,77820,67311,59994,85.8,15.3,92.7,1.2,27.4,15.6,2.2,76.8,19.8,0,0.4,0,0.9,69.3,11.2,1.6,9.1,185535,1.452,107046737,55.8,22.5,21.7,13402743,28662207,0,107871093,10310,53.3,41,10.2,13.6,0.6,3.8,0.2,1.6,0.6,1.1,27.6,"5,000 to 9,999",Major Suburban,"$178,741 to < $225,013",$1.4301 and over
SOMERSET ISD,7,4106,0.4,90.9,7.9,0,0.1,0.1,0.6,81.8,18.9,9.5,17.5,33.4,4.6,93.8,2.1,287,916,20,573.9,260.5,1,2.8,9.1,45.4,10.5,31.2,138515,79975,64012,56944,76.3,15.8,39.5,10.1,22.3,18.2,4.2,60.7,33.9,0,0.4,0,0.8,65.7,11,2.2,8,108700,1.442,47129669,71.2,16,12.8,3054415,7122283,0,45982149,10080,49.8,38.9,9.3,10.1,1.1,5.3,0.3,3.3,0.8,2,28.8,"3,000 to 4,999",Non-metropolitan Stable,"Under $131,514",$1.4301 and over
NORTH EAST ISD,75,64215,7.4,60.1,24.6,0.2,3.8,0.1,3.8,49.5,14.3,11,16.8,25.4,7.7,95.1,1.7,5026,1110,23.1,8600.4,4255.6,0.6,2.3,12.4,49.5,8.7,26.5,108922,84907,67101,57721,53.5,15.1,26.8,12.4,35,13.2,3.5,37.9,56.1,0.1,1.4,0.2,0.8,68.2,9.9,3.2,7.3,584999,1.36,723896049,12.7,75.2,12.1,137484548,125246220,0,910400742,9342,58.5,48.7,16.9,6,1.1,2.2,0.5,1.6,1,0.5,21.6,"50,000 and over",Major Urban,"$559,445 to < $636,179",$1.3141 to under $1.4301
EAST CENTRAL ISD,15,10138,8.5,74.4,14.7,0.1,0.5,0.1,1.6,65.1,12.3,11.6,15.4,24.8,6.5,93.9,1.9,716,1006,19.8,1289.8,589.4,1.1,2.4,10.7,45.7,11.5,28.6,104574,86978,67334,57662,57.2,17.2,41.1,9.8,28.4,21.1,7.5,42.7,47.2,0.5,0.5,0,1.5,64.2,12.6,6.1,7.5,363311,1.325,108716116,41.8,46,12.2,12253801,20561007,0,127900175,9256,57.6,44,14.5,7.8,0.7,3.5,0.4,1.5,1.7,1.6,24.4,"10,000 to 24,999",Major Suburban,"$360,988 to < $382,055",$1.3141 to under $1.4301
SOUTHWEST ISD,19,13826,3.1,90.4,5.2,0.2,0.4,0,0.7,84.3,17.8,14.4,17.7,21.2,10.6,93.8,0.7,928,856,16.6,2078.1,945.1,0.9,2.5,9,45.5,7.1,35.1,109949,78736,67680,58384,76.9,14.6,32.9,10.8,33.5,12.9,2.2,65.9,30.3,0.3,0.2,0.1,1,75.5,10.6,1,8.7,228734,1.473,169254909,52.7,32.3,15,18620350,41521805,0,172082418,10484,54.8,44.2,11.2,9,0.6,2.4,0.2,1.8,0.6,2.2,27.8,"10,000 to 24,999",Major Suburban,"$225,013 to < $266,163",$1.4301 and over
LACKLAND ISD,2,1069,12.4,25,45.8,0,1.9,1,13.8,24.2,2.5,11.6,2.2,17.3,9.8,96.2,0.5,33,1061,20.9,190.7,89,1.3,2.1,13.6,46.7,16.8,19.5,146266,88838,67561,63842,56.8,12,18,13.3,38.2,5.6,10.1,25.8,60.7,0,1.1,0,2.2,76.7,10.9,6.7,0.6,0,0,18728403,45.8,4.4,49.9,41850,12989321,0,17117724,14423,56.9,47.1,16.6,5.4,0,2.3,0.7,0.7,1,1.4,24.8,"1,000 to 1,599",Non-metropolitan Fast Growing,Non-taxing entities,Non-taxing entities
FT SAM HOUSTON ISD,2,1537,14.6,33.1,37.3,0.7,1.5,1.1,11.8,36.2,2.1,12.3,2.1,19.4,7,96.7,0,85,1045,22.2,274.5,134.5,1.1,2.5,8.6,49,14.8,24,151865,95954,73925,60292,53.6,11.4,20.8,12.1,48.4,16.3,5.2,33.1,58,0,0.7,0,3,75.9,14.7,1.6,0.4,0,0,27695629,43.6,10.3,46.1,364033,9244262,0,26668261,16018,56.1,38.8,24.3,2.9,0.2,1.5,0.3,2.5,2.4,2.5,24.5,"1,000 to 1,599",Non-metropolitan Stable,Non-taxing entities,Non-taxing entities
NORTHSIDE ISD,121,107135,6.7,67.8,18.6,0.1,3.4,0.2,3.1,47.8,9.9,12.9,9.1,25.1,7.4,94.7,1.2,7020,996,20.6,13643.9,7001.9,0.3,2.2,11.5,51.3,8.2,26.5,136104,86662,64630,60091,62.3,15.3,29.4,11.6,33.7,10.2,3.5,48.3,45.8,0.3,0.8,0.1,1.1,63.1,8,3.8,10.8,483610,1.376,1173653561,25.1,61.7,13.2,185347832,206767411,0,1299963587,9367,60.2,49,16.4,6.3,0.4,2.4,1,1.6,0.9,0.8,21.1,"50,000 and over",Major Urban,"$472,586 to < $483,611",$1.3141 to under $1.4301
JUDSON ISD,32,23663,21.3,57.6,14.8,0.3,1.9,0.4,3.8,70.3,10.2,13,9.9,27.7,6.5,95,2.1,1486,939,21.9,3222.7,1598.3,0.5,2.7,8.6,49.6,10,28.6,107954,75270,65079,56194,62,14.8,30.1,11.2,32.4,14.1,15.8,33.4,48.3,0.2,1,0.1,1.2,60.7,16.1,5.5,6.9,391541,1.44,263870039,36,50,14,45416210,62442702,0,328112092,9609,57,43,17,7.6,0.4,2.6,0.9,1.5,0.8,1.4,24.9,"10,000 to 24,999",Major Suburban,"$382,055 to < $407,429",$1.4301 and over
